year,sex,hindfoot_length,weight,genus,species,taxa,plot_type,weight_oz
1987,F,33.0,48.0,Dipodomys,merriami,Rodent,Control,1.693121693121693
1986,M,35.0,44.0,Dipodomys,merriami,Rodent,Control,1.5520282186948853
2000,F,25.0,32.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure,1.128747795414462
1987,F,36.0,62.0,Dipodomys,ordii,Rodent,Control,2.18694885361552
1978,M,38.0,46.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.6225749559082892
1978,M,35.0,37.0,Dipodomys,merriami,Rodent,Control,1.3051146384479717
1977,F,9.0,6.0,Perognathus,flavus,Rodent,Control,0.21164021164021163
2000,M,35.0,48.0,Dipodomys,merriami,Rodent,Control,1.693121693121693
2001,M,26.0,38.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure,1.3403880070546736
1997,F,36.0,39.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.3756613756613756
1980,M,38.0,54.0,Dipodomys,merriami,Rodent,Rodent Exclosure,1.9047619047619047
1990,F,37.0,40.0,Dipodomys,merriami,Rodent,Control,1.4109347442680775
1995,F,20.0,16.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,0.564373897707231
1995,F,24.0,19.0,Chaetodipus,penicillatus,Rodent,Control,0.6701940035273368
1997,M,16.0,11.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure,0.3880070546737213
1978,F,15.0,7.0,Perognathus,flavus,Rodent,Short-term Krat Exclosure,0.24691358024691357
1982,M,52.0,110.0,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure,3.880070546737213
2002,F,32.0,59.0,Dipodomys,ordii,Rodent,Control,2.0811287477954146
2001,F,20.0,27.0,Peromyscus,maniculatus,Rodent,Short-term Krat Exclosure,0.9523809523809523
2002,F,34.0,45.0,Dipodomys,merriami,Rodent,Control,1.5873015873015872
2002,F,33.0,56.0,Dipodomys,ordii,Rodent,Control,1.9753086419753085
1986,M,35.0,59.0,Dipodomys,ordii,Rodent,Rodent Exclosure,2.0811287477954146
1980,F,36.0,36.0,Dipodomys,merriami,Rodent,Control,1.2698412698412698
1984,M,16.0,8.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure,0.2821869488536155
1990,M,20.0,19.0,Peromyscus,eremicus,Rodent,Short-term Krat Exclosure,0.6701940035273368
1978,F,,24.0,Onychomys,torridus,Rodent,Control,0.8465608465608465
1992,M,36.0,49.0,Dipodomys,merriami,Rodent,Control,1.728395061728395
1999,F,21.0,18.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,0.6349206349206349
1984,F,35.0,43.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.5167548500881833
1980,M,50.0,,Dipodomys,spectabilis,Rodent,Control,
2002,F,35.0,35.0,Dipodomys,ordii,Rodent,Spectab exclosure,1.2345679012345678
1978,not reported,,,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,
2001,F,26.0,26.0,Chaetodipus,baileyi,Rodent,Control,0.9171075837742504
1998,M,15.0,7.0,Perognathus,flavus,Rodent,Short-term Krat Exclosure,0.24691358024691357
1998,M,26.0,35.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,1.2345679012345678
1980,F,36.0,39.0,Dipodomys,merriami,Rodent,Control,1.3756613756613756
1997,M,14.0,8.0,Perognathus,flavus,Rodent,Short-term Krat Exclosure,0.2821869488536155
2002,F,26.0,27.0,Chaetodipus,baileyi,Rodent,Control,0.9523809523809523
1982,F,19.0,24.0,Peromyscus,eremicus,Rodent,Rodent Exclosure,0.8465608465608465
1986,M,36.0,54.0,Dipodomys,ordii,Rodent,Rodent Exclosure,1.9047619047619047
1990,F,13.0,8.0,Baiomys,taylori,Rodent,Long-term Krat Exclosure,0.2821869488536155
1982,M,20.0,22.0,Peromyscus,maniculatus,Rodent,Rodent Exclosure,0.7760141093474426
2002,F,18.0,18.0,Peromyscus,eremicus,Rodent,Short-term Krat Exclosure,0.6349206349206349
1983,M,19.0,22.0,Peromyscus,eremicus,Rodent,Control,0.7760141093474426
1989,M,36.0,47.0,Dipodomys,merriami,Rodent,Control,1.657848324514991
1993,M,23.0,18.0,Chaetodipus,penicillatus,Rodent,Control,0.6349206349206349
1993,M,34.0,160.0,Neotoma,albigula,Rodent,Control,5.64373897707231
1989,F,21.0,18.0,Onychomys,torridus,Rodent,Control,0.6349206349206349
1992,M,32.0,49.0,Dipodomys,merriami,Rodent,Control,1.728395061728395
2002,M,22.0,20.0,Chaetodipus,penicillatus,Rodent,Control,0.7054673721340388
1996,not reported,,,Ammospermophilus,harrisi,Rodent,Rodent Exclosure,
1982,F,,41.0,Dipodomys,merriami,Rodent,Control,1.4462081128747795
1987,F,20.0,31.0,Peromyscus,eremicus,Rodent,Rodent Exclosure,1.09347442680776
1997,M,36.0,46.0,Dipodomys,ordii,Rodent,Long-term Krat Exclosure,1.6225749559082892
1997,F,21.0,24.0,Peromyscus,maniculatus,Rodent,Rodent Exclosure,0.8465608465608465
1998,F,34.0,36.0,Dipodomys,merriami,Rodent,Control,1.2698412698412698
1979,F,36.0,44.0,Dipodomys,merriami,Rodent,Control,1.5520282186948853
1980,M,20.0,23.0,Onychomys,torridus,Rodent,Control,0.8112874779541446
1978,F,36.0,40.0,Dipodomys,merriami,Rodent,Control,1.4109347442680775
2002,M,28.0,45.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,1.5873015873015872
1997,M,14.0,7.0,Perognathus,flavus,Rodent,Control,0.24691358024691357
1991,F,37.0,43.0,Dipodomys,merriami,Rodent,Control,1.5167548500881833
1996,F,16.0,11.0,Perognathus,flavus,Rodent,Short-term Krat Exclosure,0.3880070546737213
1990,M,17.0,7.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure,0.24691358024691357
2000,F,21.0,14.0,Chaetodipus,penicillatus,Rodent,Spectab exclosure,0.49382716049382713
2002,F,26.0,33.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure,1.164021164021164
1981,F,,57.0,Spermophilus,spilosoma,Rodent,Short-term Krat Exclosure,2.0105820105820107
2002,F,27.0,23.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,0.8112874779541446
1988,M,37.0,46.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.6225749559082892
1998,M,32.0,164.0,Neotoma,albigula,Rodent,Rodent Exclosure,5.784832451499118
1978,M,50.0,133.0,Dipodomys,spectabilis,Rodent,Control,4.6913580246913575
2000,F,34.0,46.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.6225749559082892
2002,M,37.0,52.0,Dipodomys,merriami,Rodent,Control,1.8342151675485008
1993,M,33.0,50.0,Dipodomys,merriami,Rodent,Control,1.763668430335097
1989,F,16.0,9.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure,0.31746031746031744
1980,M,52.0,138.0,Dipodomys,spectabilis,Rodent,Spectab exclosure,4.867724867724868
1987,F,19.0,24.0,Peromyscus,maniculatus,Rodent,Control,0.8465608465608465
1987,F,52.0,142.0,Dipodomys,spectabilis,Rodent,Control,5.008818342151676
2000,F,21.0,14.0,Chaetodipus,penicillatus,Rodent,Control,0.49382716049382713
1997,F,20.0,22.0,Peromyscus,maniculatus,Rodent,Short-term Krat Exclosure,0.7760141093474426
1999,M,37.0,52.0,Dipodomys,ordii,Rodent,Control,1.8342151675485008
1981,M,37.0,52.0,Dipodomys,ordii,Rodent,Spectab exclosure,1.8342151675485008
1978,M,38.0,46.0,Dipodomys,merriami,Rodent,Control,1.6225749559082892
1997,M,21.0,22.0,Peromyscus,maniculatus,Rodent,Control,0.7760141093474426
2002,F,26.0,31.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,1.09347442680776
1980,M,21.0,34.0,Onychomys,leucogaster,Rodent,Control,1.199294532627866
2001,not reported,,,Rodent,sp.,Rodent,Spectab exclosure,
1990,M,37.0,,Dipodomys,ordii,Rodent,Control,
1985,F,50.0,130.0,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure,4.585537918871252
1984,M,,,Peromyscus,eremicus,Rodent,Control,
1980,M,,5.0,Perognathus,flavus,Rodent,Control,0.1763668430335097
1982,F,37.0,43.0,Dipodomys,merriami,Rodent,Control,1.5167548500881833
1987,M,19.0,24.0,Onychomys,torridus,Rodent,Control,0.8465608465608465
2002,F,25.0,31.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,1.09347442680776
2000,M,33.0,41.0,Dipodomys,ordii,Rodent,Rodent Exclosure,1.4462081128747795
1997,M,37.0,42.0,Dipodomys,ordii,Rodent,Spectab exclosure,1.4814814814814814
1980,M,52.0,154.0,Dipodomys,spectabilis,Rodent,Spectab exclosure,5.432098765432099
1982,F,51.0,151.0,Dipodomys,spectabilis,Rodent,Spectab exclosure,5.326278659611993
1995,F,22.0,19.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,0.6701940035273368
1992,F,33.0,42.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.4814814814814814
2002,F,21.0,22.0,Onychomys,torridus,Rodent,Control,0.7760141093474426
1988,F,21.0,19.0,Chaetodipus,penicillatus,Rodent,Control,0.6701940035273368
1996,M,22.0,7.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,0.24691358024691357
2002,M,36.0,48.0,Dipodomys,ordii,Rodent,Control,1.693121693121693
1982,F,50.0,131.0,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure,4.620811287477954
1998,F,35.0,,Dipodomys,merriami,Rodent,Control,
1993,not reported,,,Amphispiza,bilineata,Bird,Short-term Krat Exclosure,
1998,F,21.0,14.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,0.49382716049382713
1997,M,35.0,52.0,Dipodomys,merriami,Rodent,Control,1.8342151675485008
1989,F,17.0,12.0,Reithrodontomys,megalotis,Rodent,Spectab exclosure,0.42328042328042326
1990,F,,16.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure,0.564373897707231
1986,F,21.0,18.0,Chaetodipus,penicillatus,Rodent,Control,0.6349206349206349
1981,F,15.0,8.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure,0.2821869488536155
1995,F,37.0,51.0,Dipodomys,merriami,Rodent,Control,1.7989417989417988
1982,F,52.0,,Dipodomys,spectabilis,Rodent,Control,
1982,F,36.0,40.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.4109347442680775
1997,F,21.0,21.0,Peromyscus,eremicus,Rodent,Rodent Exclosure,0.7407407407407407
1996,M,37.0,42.0,Dipodomys,merriami,Rodent,Control,1.4814814814814814
2000,F,27.0,43.0,Chaetodipus,baileyi,Rodent,Control,1.5167548500881833
1986,F,51.0,136.0,Dipodomys,spectabilis,Rodent,Control,4.797178130511464
1993,M,22.0,19.0,Chaetodipus,penicillatus,Rodent,Rodent Exclosure,0.6701940035273368
1977,F,36.0,41.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.4462081128747795
2000,M,37.0,40.0,Dipodomys,merriami,Rodent,Control,1.4109347442680775
1998,M,22.0,9.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure,0.31746031746031744
1996,F,38.0,40.0,Dipodomys,merriami,Rodent,Control,1.4109347442680775
1984,F,21.0,33.0,Onychomys,torridus,Rodent,Spectab exclosure,1.164021164021164
2000,F,20.0,25.0,Onychomys,torridus,Rodent,Control,0.8818342151675485
1983,M,17.0,11.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure,0.3880070546737213
1997,M,36.0,45.0,Dipodomys,merriami,Rodent,Control,1.5873015873015872
1996,F,16.0,7.0,Perognathus,flavus,Rodent,Control,0.24691358024691357
1984,not reported,,,Campylorhynchus,brunneicapillus,Bird,Short-term Krat Exclosure,
2000,M,36.0,47.0,Dipodomys,merriami,Rodent,Control,1.657848324514991
1977,M,34.0,,Dipodomys,merriami,Rodent,Long-term Krat Exclosure,
1977,not reported,,,Neotoma,albigula,Rodent,Short-term Krat Exclosure,
1984,not reported,,,Amphispiza,bilineata,Bird,Long-term Krat Exclosure,
1991,F,25.0,28.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure,0.9876543209876543
1997,M,38.0,47.0,Dipodomys,ordii,Rodent,Long-term Krat Exclosure,1.657848324514991
1998,M,21.0,11.0,Chaetodipus,penicillatus,Rodent,Control,0.3880070546737213
1988,M,39.0,49.0,Dipodomys,merriami,Rodent,Control,1.728395061728395
2000,F,21.0,16.0,Chaetodipus,penicillatus,Rodent,Control,0.564373897707231
2002,F,20.0,25.0,Onychomys,torridus,Rodent,Rodent Exclosure,0.8818342151675485
1983,M,36.0,57.0,Dipodomys,ordii,Rodent,Short-term Krat Exclosure,2.0105820105820107
1987,F,36.0,36.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.2698412698412698
1997,M,27.0,38.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,1.3403880070546736
1980,F,46.0,73.0,Dipodomys,spectabilis,Rodent,Spectab exclosure,2.5749559082892417
1995,F,22.0,18.0,Chaetodipus,penicillatus,Rodent,Spectab exclosure,0.6349206349206349
1989,not reported,,,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure,
1999,M,35.0,54.0,Dipodomys,ordii,Rodent,Control,1.9047619047619047
1998,M,36.0,37.0,Dipodomys,merriami,Rodent,Control,1.3051146384479717
1980,M,45.0,71.0,Dipodomys,spectabilis,Rodent,Control,2.504409171075838
1997,M,20.0,16.0,Onychomys,leucogaster,Rodent,Spectab exclosure,0.564373897707231
1985,not reported,,,Spermophilus,spilosoma,Rodent,Long-term Krat Exclosure,
1997,F,35.0,57.0,Dipodomys,ordii,Rodent,Control,2.0105820105820107
1977,M,37.0,48.0,Dipodomys,merriami,Rodent,Rodent Exclosure,1.693121693121693
1990,M,36.0,54.0,Dipodomys,merriami,Rodent,Control,1.9047619047619047
1984,F,22.0,33.0,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure,1.164021164021164
1986,M,49.0,129.0,Dipodomys,spectabilis,Rodent,Spectab exclosure,4.55026455026455
2002,M,15.0,8.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure,0.2821869488536155
1996,F,21.0,17.0,Chaetodipus,penicillatus,Rodent,Control,0.599647266313933
1992,F,34.0,39.0,Dipodomys,merriami,Rodent,Control,1.3756613756613756
1977,F,38.0,35.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.2345679012345678
1987,M,20.0,19.0,Peromyscus,maniculatus,Rodent,Spectab exclosure,0.6701940035273368
1985,F,37.0,73.0,Dipodomys,ordii,Rodent,Rodent Exclosure,2.5749559082892417
1989,F,21.0,25.0,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,0.8818342151675485
1982,F,35.0,38.0,Dipodomys,merriami,Rodent,Rodent Exclosure,1.3403880070546736
1997,M,20.0,27.0,Onychomys,torridus,Rodent,Control,0.9523809523809523
1977,F,37.0,36.0,Dipodomys,merriami,Rodent,Control,1.2698412698412698
1997,F,34.0,52.0,Dipodomys,ordii,Rodent,Short-term Krat Exclosure,1.8342151675485008
1981,M,,44.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.5520282186948853
1977,F,37.0,46.0,Dipodomys,merriami,Rodent,Rodent Exclosure,1.6225749559082892
1996,M,37.0,49.0,Dipodomys,merriami,Rodent,Control,1.728395061728395
1983,M,19.0,14.0,Peromyscus,eremicus,Rodent,Rodent Exclosure,0.49382716049382713
1981,M,,51.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.7989417989417988
1982,F,49.0,105.0,Dipodomys,spectabilis,Rodent,Control,3.7037037037037037
1988,F,27.0,70.0,Sigmodon,hispidus,Rodent,Control,2.4691358024691357
1995,F,37.0,51.0,Dipodomys,merriami,Rodent,Control,1.7989417989417988
1978,M,32.0,197.0,Neotoma,albigula,Rodent,Control,6.948853615520282
1982,M,36.0,43.0,Dipodomys,merriami,Rodent,Control,1.5167548500881833
1982,not reported,,104.0,Dipodomys,spectabilis,Rodent,Control,3.6684303350970016
1980,M,37.0,47.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.657848324514991
1999,M,34.0,38.0,Dipodomys,ordii,Rodent,Control,1.3403880070546736
1981,F,49.0,95.0,Dipodomys,spectabilis,Rodent,Control,3.3509700176366843
1996,F,16.0,8.0,Perognathus,flavus,Rodent,Short-term Krat Exclosure,0.2821869488536155
1991,M,38.0,47.0,Dipodomys,merriami,Rodent,Control,1.657848324514991
1979,F,,40.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.4109347442680775
1988,M,16.0,11.0,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure,0.3880070546737213
1990,M,35.0,26.0,Dipodomys,merriami,Rodent,Control,0.9171075837742504
1981,M,22.0,19.0,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,0.6701940035273368
2000,not reported,36.0,51.0,Dipodomys,ordii,Rodent,Spectab exclosure,1.7989417989417988
1982,F,33.0,217.0,Neotoma,albigula,Rodent,Control,7.65432098765432
1997,F,16.0,13.0,Reithrodontomys,megalotis,Rodent,Spectab exclosure,0.4585537918871252
1988,F,31.0,85.0,Sigmodon,hispidus,Rodent,Long-term Krat Exclosure,2.998236331569665
1982,M,34.0,47.0,Dipodomys,merriami,Rodent,Control,1.657848324514991
1985,M,37.0,42.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.4814814814814814
1985,F,37.0,62.0,Dipodomys,ordii,Rodent,Control,2.18694885361552
1980,F,36.0,38.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.3403880070546736
1996,M,16.0,8.0,Perognathus,flavus,Rodent,Control,0.2821869488536155
1983,M,52.0,151.0,Dipodomys,spectabilis,Rodent,Control,5.326278659611993
1989,F,33.0,158.0,Neotoma,albigula,Rodent,Control,5.573192239858907
1980,F,21.0,11.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,0.3880070546737213
1982,F,32.0,152.0,Neotoma,albigula,Rodent,Control,5.361552028218695
1980,F,49.0,112.0,Dipodomys,spectabilis,Rodent,Rodent Exclosure,3.950617283950617
1990,F,20.0,22.0,Onychomys,torridus,Rodent,Rodent Exclosure,0.7760141093474426
1997,M,23.0,21.0,Chaetodipus,penicillatus,Rodent,Rodent Exclosure,0.7407407407407407
1999,M,19.0,29.0,Peromyscus,maniculatus,Rodent,Rodent Exclosure,1.0229276895943562
1996,F,21.0,13.0,Chaetodipus,penicillatus,Rodent,Control,0.4585537918871252
1998,F,26.0,34.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure,1.199294532627866
1996,M,22.0,19.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure,0.6701940035273368
1994,F,16.0,6.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure,0.21164021164021163
1982,not reported,,,Perognathus,flavus,Rodent,Spectab exclosure,
1995,M,37.0,48.0,Dipodomys,merriami,Rodent,Control,1.693121693121693
1982,M,52.0,150.0,Dipodomys,spectabilis,Rodent,Spectab exclosure,5.291005291005291
1983,M,36.0,54.0,Dipodomys,ordii,Rodent,Control,1.9047619047619047
1984,M,19.0,35.0,Onychomys,leucogaster,Rodent,Long-term Krat Exclosure,1.2345679012345678
1987,M,21.0,25.0,Peromyscus,maniculatus,Rodent,Control,0.8818342151675485
1999,F,26.0,46.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,1.6225749559082892
1991,F,16.0,9.0,Reithrodontomys,megalotis,Rodent,Control,0.31746031746031744
1984,F,36.0,44.0,Dipodomys,merriami,Rodent,Control,1.5520282186948853
1978,F,19.0,29.0,Onychomys,leucogaster,Rodent,Long-term Krat Exclosure,1.0229276895943562
1997,M,36.0,42.0,Dipodomys,merriami,Rodent,Control,1.4814814814814814
1991,M,36.0,44.0,Dipodomys,merriami,Rodent,Control,1.5520282186948853
2001,F,20.0,14.0,Onychomys,torridus,Rodent,Short-term Krat Exclosure,0.49382716049382713
1978,M,32.0,48.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.693121693121693
1997,M,21.0,21.0,Peromyscus,maniculatus,Rodent,Rodent Exclosure,0.7407407407407407
1986,M,15.0,9.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure,0.31746031746031744
1983,M,35.0,38.0,Dipodomys,merriami,Rodent,Control,1.3403880070546736
1985,M,37.0,40.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.4109347442680775
1996,M,36.0,40.0,Dipodomys,merriami,Rodent,Control,1.4109347442680775
1999,F,20.0,19.0,Chaetodipus,penicillatus,Rodent,Rodent Exclosure,0.6701940035273368
1998,F,22.0,18.0,Chaetodipus,penicillatus,Rodent,Control,0.6349206349206349
1981,M,52.0,104.0,Dipodomys,spectabilis,Rodent,Control,3.6684303350970016
1988,F,22.0,25.0,Peromyscus,eremicus,Rodent,Control,0.8818342151675485
1997,F,26.0,29.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,1.0229276895943562
1989,M,21.0,20.0,Peromyscus,maniculatus,Rodent,Short-term Krat Exclosure,0.7054673721340388
1998,M,36.0,48.0,Dipodomys,merriami,Rodent,Control,1.693121693121693
2002,F,25.0,23.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure,0.8112874779541446
1980,F,19.0,37.0,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure,1.3051146384479717
1980,F,,46.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.6225749559082892
1985,M,37.0,53.0,Dipodomys,merriami,Rodent,Control,1.8694885361552027
1997,F,39.0,41.0,Dipodomys,ordii,Rodent,Control,1.4462081128747795
1998,M,22.0,20.0,Chaetodipus,penicillatus,Rodent,Control,0.7054673721340388
1990,F,,32.0,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure,1.128747795414462
1985,M,20.0,20.0,Peromyscus,eremicus,Rodent,Rodent Exclosure,0.7054673721340388
1979,F,,32.0,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure,1.128747795414462
2001,F,26.0,28.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,0.9876543209876543
1995,F,17.0,17.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure,0.599647266313933
1984,M,52.0,128.0,Dipodomys,spectabilis,Rodent,Spectab exclosure,4.514991181657848
1986,F,19.0,23.0,Peromyscus,eremicus,Rodent,Rodent Exclosure,0.8112874779541446
1978,M,35.0,36.0,Dipodomys,merriami,Rodent,Control,1.2698412698412698
1990,F,36.0,29.0,Dipodomys,ordii,Rodent,Control,1.0229276895943562
1984,M,19.0,18.0,Peromyscus,eremicus,Rodent,Short-term Krat Exclosure,0.6349206349206349
2000,F,27.0,25.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure,0.8818342151675485
2000,M,35.0,23.0,Dipodomys,ordii,Rodent,Control,0.8112874779541446
1987,M,36.0,43.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.5167548500881833
1997,not reported,,,Spermophilus,spilosoma,Rodent,Control,
1993,M,35.0,47.0,Dipodomys,merriami,Rodent,Control,1.657848324514991
1988,M,37.0,58.0,Dipodomys,ordii,Rodent,Control,2.0458553791887124
1981,F,37.0,62.0,Dipodomys,ordii,Rodent,Spectab exclosure,2.18694885361552
1979,F,51.0,111.0,Dipodomys,spectabilis,Rodent,Control,3.9153439153439153
1998,M,36.0,61.0,Dipodomys,ordii,Rodent,Control,2.1516754850088184
1989,not reported,,,Amphispiza,bilineata,Bird,Rodent Exclosure,
1977,M,35.0,36.0,Dipodomys,merriami,Rodent,Rodent Exclosure,1.2698412698412698
1982,F,34.0,37.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.3051146384479717
1997,F,22.0,17.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure,0.599647266313933
1980,M,51.0,87.0,Dipodomys,spectabilis,Rodent,Rodent Exclosure,3.068783068783069
1988,F,36.0,42.0,Dipodomys,merriami,Rodent,Control,1.4814814814814814
1997,M,15.0,11.0,Perognathus,flavus,Rodent,Control,0.3880070546737213
1997,M,21.0,15.0,Chaetodipus,penicillatus,Rodent,Control,0.5291005291005291
1984,F,36.0,44.0,Dipodomys,merriami,Rodent,Control,1.5520282186948853
1980,F,49.0,113.0,Dipodomys,spectabilis,Rodent,Control,3.9858906525573192
1983,F,35.0,46.0,Dipodomys,ordii,Rodent,Spectab exclosure,1.6225749559082892
2000,M,37.0,60.0,Dipodomys,ordii,Rodent,Control,2.1164021164021163
1995,M,17.0,14.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure,0.49382716049382713
2002,not reported,,,Neotoma,albigula,Rodent,Control,
1998,F,20.0,26.0,Onychomys,torridus,Rodent,Short-term Krat Exclosure,0.9171075837742504
